qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned
50	NZ_CP018711.1	1	584	60019	60602	0.0	1054	100.000	100	61009	584	1.0
50	NZ_CP018699.1	1	584	42743	43326	0.0	1054	100.000	100	61010	584	1.0
50	NZ_CP018718.1	1	584	13229	13812	0.0	1054	100.000	100	61010	584	1.0
50	NZ_CP018705.1	1	584	5674	6257	0.0	1054	100.000	100	61010	584	1.0
50	NZ_CP017632.1	1	584	18585	19168	0.0	1054	100.000	100	369298	584	1.0
50	NZ_CP015383.1	1	584	9276	9859	0.0	1054	100.000	100	182846	584	1.0
50	NZ_CP017989.1	1	584	19985	20568	0.0	1054	100.000	100	61011	584	1.0
50	CP014298.1	1	584	63362	63945	0.0	1054	100.000	100	70438	584	1.0
50	CP018959.1	1	584	41561	42144	0.0	1054	100.000	100	51885	584	1.0
50	NZ_CP019010.1	1	584	3236	3819	0.0	1054	100.000	100	55746	584	1.0
50	NZ_CP019010.1	1	584	36723	37306	0.0	991	97.603	100	55746	584	1.0
50	NZ_CP020059.1	1	584	51189	51772	0.0	1054	100.000	100	87982	584	1.0
50	NZ_CP020070.1	1	584	30172	30755	0.0	1054	100.000	100	37875	584	1.0
50	KX863570.1	1	584	36376	36959	0.0	1054	100.000	100	45943	584	1.0
50	NZ_CP020902.1	1	584	118602	119185	0.0	1054	100.000	100	338512	584	1.0
50	NZ_CP020902.1	1	584	200836	201419	0.0	1054	100.000	100	338512	584	1.0
50	NZ_CP021709.1	1	584	86571	87154	0.0	1054	100.000	100	186758	584	1.0
50	NZ_CP021712.1	1	584	50635	51218	0.0	1054	100.000	100	70457	584	1.0
50	NZ_CP021536.1	1	584	44139	44722	0.0	1054	100.000	100	244955	584	1.0
50	NZ_CP021536.1	1	584	132649	133232	0.0	1045	99.658	100	244955	584	1.0
50	NZ_LT882487.1	1	584	7592	8175	0.0	1054	100.000	100	79940	584	1.0
50	NZ_CP021734.1	1	584	45161	45744	0.0	1054	100.000	100	85195	584	1.0
50	NZ_CP021739.1	1	584	44301	44884	0.0	1054	100.000	100	50235	584	1.0
50	NZ_CP021843.1	1	584	23927	24510	0.0	1054	100.000	100	78672	584	1.0
50	NZ_CP021847.1	1	584	26071	26654	0.0	1054	100.000	100	84091	584	1.0
50	NZ_CP021853.1	1	584	76540	77123	0.0	1054	100.000	100	180262	584	1.0
50	NZ_CP021861.1	1	584	66599	67182	0.0	1054	100.000	100	79489	584	1.0
50	NZ_CP021881.1	1	584	88999	89582	0.0	1054	100.000	100	101165	584	1.0
50	NZ_CP021953.1	1	584	36681	37264	0.0	1054	100.000	100	69541	584	1.0
50	NZ_CP021947.1	1	584	46949	47532	0.0	1054	100.000	100	54064	584	1.0
50	NZ_CP017993.1	1	584	18650	19233	0.0	1054	100.000	100	21186	584	1.0
50	NZ_CP022068.1	1	584	2411	2994	0.0	1054	100.000	100	19849	584	1.0
50	NZ_CP022068.1	1	584	12335	12918	0.0	1054	100.000	100	19849	584	1.0
50	NZ_CP069667.1	1	584	57378	57961	0.0	1054	100.000	100	85440	584	1.0
50	NZ_CP067256.1	1	584	90488	91071	0.0	1054	100.000	100	172022	584	1.0
50	NZ_CP067252.1	1	584	22452	23035	0.0	991	97.603	100	46067	584	1.0
50	NZ_CP072423.1	1	584	48193	48776	0.0	1054	100.000	100	137142	584	1.0
50	LC521839.1	1	584	69509	70092	0.0	1054	100.000	100	92204	584	1.0
50	LC521840.1	1	584	101466	102049	0.0	1054	100.000	100	274410	584	1.0
50	NZ_CP058943.1	1	584	51988	52571	0.0	1054	100.000	100	60771	584	1.0
50	NZ_CP058359.1	1	584	129432	130015	0.0	1054	100.000	100	161606	584	1.0
50	NZ_CP058362.1	1	584	118971	119554	0.0	1054	100.000	100	191595	584	1.0
50	NZ_CP072806.1	1	584	5635	6218	0.0	1054	100.000	100	91224	584	1.0
50	NZ_MW650887.1	1	584	74790	75373	0.0	1054	100.000	100	238655	584	1.0
50	NZ_CP072981.1	1	584	4364	4947	0.0	1054	100.000	100	94462	584	1.0
50	NZ_CP072962.1	1	584	172000	172583	0.0	1054	100.000	100	423968	584	1.0
50	NZ_AP023221.2	1	584	106376	106959	0.0	1054	100.000	100	130926	584	1.0
50	NZ_AP023221.2	1	584	118689	119272	0.0	1045	99.658	100	130926	584	1.0
50	NZ_CP071087.1	1	584	192282	192865	0.0	1054	100.000	100	222789	584	1.0
50	NZ_CP071071.1	1	584	136353	136936	0.0	1054	100.000	100	166860	584	1.0
50	NZ_CP032075.1	1	584	43593	44176	0.0	1054	100.000	100	56401	584	1.0
50	NZ_CP032068.1	1	584	133262	133845	0.0	1054	100.000	100	163224	584	1.0
50	NZ_CP032079.1	1	584	156347	156930	0.0	1054	100.000	100	175023	584	1.0
50	NZ_CP032079.1	1	584	172029	172612	0.0	1054	100.000	100	175023	584	1.0
50	NZ_CP071074.1	1	584	138575	139158	0.0	1054	100.000	100	169082	584	1.0
50	NZ_CP071075.1	1	584	72650	73233	0.0	1054	100.000	100	129523	584	1.0
50	NZ_CP073361.1	1	584	64013	64596	0.0	1054	100.000	100	223103	584	1.0
51	NC_003292.1	1	557	264	820	0.0	1005	100.000	100	50969	557	1.0
51	NC_003384.1	1	557	159903	160459	0.0	1005	100.000	100	218160	557	1.0
51	NC_003384.1	1	557	163569	164125	0.0	1005	100.000	100	218160	557	1.0
51	NC_003905.1	1	557	114950	115506	0.0	1005	100.000	100	217182	557	1.0
51	NC_003905.1	1	557	119132	119688	0.0	1005	100.000	100	217182	557	1.0
51	NC_004998.1	1	557	47400	47956	0.0	1005	100.000	100	125491	557	1.0
51	NC_004998.1	1	557	85998	86554	0.0	1005	100.000	100	125491	557	1.0
51	NC_004998.1	1	557	94815	95371	0.0	1005	100.000	100	125491	557	1.0
51	NC_004939.1	1	557	42848	43404	0.0	1005	100.000	100	51409	557	1.0
51	NC_005211.1	1	557	91965	92521	0.0	1005	100.000	100	274762	557	1.0
51	NC_005211.1	1	557	93604	94160	0.0	1005	100.000	100	274762	557	1.0
51	NC_005211.1	1	557	104184	104740	0.0	1005	100.000	100	274762	557	1.0
51	NC_005327.1	1	557	9905	10461	0.0	1005	100.000	100	92353	557	1.0
51	NC_004464.2	1	557	64063	64619	0.0	1005	100.000	100	89468	557	1.0
51	NC_004464.2	1	557	79858	80414	0.0	996	99.641	100	89468	557	1.0
51	AJ639924.1	1	557	21557	22113	0.0	1005	100.000	100	56167	557	1.0
51	AJ639924.1	1	557	26122	26678	0.0	1005	100.000	100	56167	557	1.0
51	NZ_CP019647.1	1	557	108224	108780	0.0	1005	100.000	100	275801	557	1.0
51	NZ_CP019647.1	1	557	89251	89807	0.0	992	99.461	100	275801	557	1.0
51	NZ_CP019647.1	1	557	96627	97183	0.0	992	99.461	100	275801	557	1.0
51	NZ_CP019647.1	1	557	100473	101029	0.0	992	99.461	100	275801	557	1.0
51	NZ_CP019647.1	1	557	245816	246372	0.0	992	99.461	100	275801	557	1.0
51	NZ_CP022155.1	1	557	4656	5212	0.0	1005	100.000	100	145220	557	1.0
51	NZ_CP022155.1	1	557	103959	104515	0.0	1005	100.000	100	145220	557	1.0
51	NZ_CP022155.1	1	557	66807	67363	0.0	983	99.102	100	145220	557	1.0
51	NZ_CP022157.1	327	557	41901	42131	6.20e-114	417	100.000	100	57232	557	0.414721723518851
51	NZ_CP022165.1	1	557	115655	116211	0.0	1005	100.000	100	233149	557	1.0
51	NZ_CP021328.1	1	557	50941	51497	0.0	1005	100.000	100	446611	557	1.0
51	NZ_CP021328.1	1	557	53148	53704	0.0	1005	100.000	100	446611	557	1.0
51	NZ_CP021328.1	1	557	189045	189601	0.0	1005	100.000	100	446611	557	1.0
51	NZ_CP021328.1	1	557	218114	218670	0.0	1005	100.000	100	446611	557	1.0
51	NZ_CP021328.1	1	557	380697	381253	0.0	992	99.461	100	446611	557	1.0
51	NZ_CP022274.1	1	557	17094	17650	0.0	1005	100.000	100	159655	557	1.0
51	NZ_CP022274.1	1	557	80037	80593	0.0	1001	99.820	100	159655	557	1.0
51	NZ_CP022274.1	1	493	83326	83818	0.0	885	99.797	100	159655	557	0.8850987432675045
51	NZ_CP022359.1	1	557	42780	43336	0.0	1005	100.000	100	193338	557	1.0
51	NZ_CP022359.1	1	557	163892	164448	0.0	1005	100.000	100	193338	557	1.0
51	NZ_CP022359.1	1	557	46200	46756	0.0	1001	99.820	100	193338	557	1.0
51	NZ_CP018625.1	1	557	30061	30617	0.0	1005	100.000	100	111755	557	1.0
51	NZ_CP018625.1	1	557	31921	32477	0.0	1005	100.000	100	111755	557	1.0
51	NZ_CP018625.1	1	557	38227	38783	0.0	1005	100.000	100	111755	557	1.0
51	CP022460.1	1	557	18920	19476	0.0	992	99.461	100	67979	557	1.0
51	CP022460.1	202	557	39799	40154	0.0	643	100.000	100	67979	557	0.6391382405745063
51	CP022460.1	1	207	33281	33487	6.63e-101	374	100.000	100	67979	557	0.37163375224416517
51	NZ_CP022451.1	1	557	12534	13090	0.0	1005	100.000	100	222470	557	1.0
51	NZ_CP022451.1	1	557	45915	46471	0.0	1005	100.000	100	222470	557	1.0
51	NZ_CP022451.1	1	557	60338	60894	0.0	1005	100.000	100	222470	557	1.0
51	NZ_CP022453.1	1	557	12128	12684	0.0	992	99.461	100	38911	557	1.0
51	NZ_CP022454.1	1	557	2378	2934	0.0	1005	100.000	100	17636	557	1.0
51	NZ_CP022454.1	1	557	7923	8479	0.0	1005	100.000	100	17636	557	1.0
51	NZ_CP022454.1	1	557	11199	11755	0.0	1005	100.000	100	17636	557	1.0
51	NZ_CP022454.1	1	557	16742	17298	0.0	1005	100.000	100	17636	557	1.0
51	NZ_CP022533.1	1	557	136089	136645	0.0	1005	100.000	100	330060	557	1.0
51	NZ_CP022533.1	1	557	140435	140991	0.0	1005	100.000	100	330060	557	1.0
51	NZ_CP022533.1	1	557	142654	143210	0.0	1005	100.000	100	330060	557	1.0
51	NZ_CP022533.1	1	557	158486	159042	0.0	1005	100.000	100	330060	557	1.0
51	NZ_CP022533.1	1	557	170811	171366	0.0	993	99.641	100	330060	557	1.0
51	NZ_CP022534.1	1	557	14434	14990	0.0	1005	100.000	100	126208	557	1.0
51	NZ_CP022534.1	1	557	19581	20137	0.0	1005	100.000	100	126208	557	1.0
51	NZ_CP020493.1	1	557	136938	137494	0.0	1005	100.000	100	264914	557	1.0
51	NZ_CP020493.1	1	557	148671	149227	0.0	1005	100.000	100	264914	557	1.0
51	NZ_CP020493.1	1	557	166854	167410	0.0	1005	100.000	100	264914	557	1.0
51	NZ_CP020344.1	1	557	38345	38901	0.0	1005	100.000	100	78308	557	1.0
51	NZ_CP020338.1	1	557	52444	53000	0.0	1005	100.000	100	95633	557	1.0
51	NZ_CP020338.1	1	557	42241	42797	0.0	1001	99.820	100	95633	557	1.0
51	NZ_CP020338.1	1	557	47089	47645	0.0	992	99.461	100	95633	557	1.0
51	NZ_CP020338.1	1	557	59525	60081	0.0	992	99.461	100	95633	557	1.0
51	NZ_CP020340.1	1	557	33044	33600	0.0	1005	100.000	100	73096	557	1.0
51	NZ_CP020340.1	1	557	34954	35510	0.0	1005	100.000	100	73096	557	1.0
51	NZ_CP020340.1	1	557	24430	24986	0.0	992	99.461	100	73096	557	1.0
51	MF150084.1	1	557	77458	78014	0.0	1005	100.000	100	228008	557	1.0
51	MF150084.1	1	557	79318	79874	0.0	1005	100.000	100	228008	557	1.0
51	LT904879.1	1	557	149354	149910	0.0	1005	100.000	100	215515	557	1.0
51	LT904889.1	1	557	35837	36393	0.0	1005	100.000	100	65273	557	1.0
51	LT904889.1	1	557	51753	52309	0.0	1001	99.820	100	65273	557	1.0
51	LT904892.1	1	557	73119	73675	0.0	1005	100.000	100	192619	557	1.0
51	LT904892.1	1	557	92053	92609	0.0	1005	100.000	100	192619	557	1.0
51	LT904892.1	1	557	101014	101570	0.0	1005	100.000	100	192619	557	1.0
51	LT904892.1	1	557	105579	106135	0.0	1005	100.000	100	192619	557	1.0
51	LT904892.1	1	557	114396	114952	0.0	1005	100.000	100	192619	557	1.0
51	LT904892.1	1	557	119570	120126	0.0	1005	100.000	100	192619	557	1.0
51	LT904892.1	1	557	125039	125595	0.0	1005	100.000	100	192619	557	1.0
51	LT904892.1	1	557	132699	133255	0.0	1005	100.000	100	192619	557	1.0
51	NZ_CP022574.1	1	557	165607	166163	0.0	1005	100.000	100	170415	557	1.0
51	NZ_CP022575.1	1	557	32759	33315	0.0	1005	100.000	100	43380	557	1.0
51	NZ_CP022696.1	1	557	185230	185786	0.0	1005	100.000	100	328945	557	1.0
51	NZ_CP022696.1	1	557	219155	219711	0.0	1005	100.000	100	328945	557	1.0
51	NZ_CP022696.1	1	557	254490	255046	0.0	1005	100.000	100	328945	557	1.0
51	NZ_CP022697.1	1	557	34358	34914	0.0	1005	100.000	100	149207	557	1.0
51	NZ_CP022697.1	1	557	69940	70496	0.0	1005	100.000	100	149207	557	1.0
51	NZ_CP022698.1	1	557	90607	91163	0.0	1005	100.000	100	107249	557	1.0
51	NZ_CP022824.1	1	557	133431	133987	0.0	1005	100.000	100	240771	557	1.0
51	NZ_CP022824.1	1	557	137125	137681	0.0	1005	100.000	100	240771	557	1.0
51	NZ_CP022824.1	1	557	142272	142828	0.0	1005	100.000	100	240771	557	1.0
51	NZ_CP021289.1	1	557	28120	28676	0.0	1005	100.000	100	147172	557	1.0
51	NZ_CP023145.1	1	557	6439	6995	0.0	1005	100.000	100	87173	557	1.0
51	NZ_CP023145.1	1	557	15626	16182	0.0	1005	100.000	100	87173	557	1.0
51	NZ_CP023145.1	1	557	17486	18042	0.0	1005	100.000	100	87173	557	1.0
51	NZ_CP023145.1	1	557	25428	25984	0.0	1005	100.000	100	87173	557	1.0
51	NZ_CP023167.1	1	557	61602	62158	0.0	1005	100.000	100	254041	557	1.0
51	NZ_CP023167.1	1	557	112439	112995	0.0	1005	100.000	100	254041	557	1.0
51	NZ_CP023167.1	1	557	114612	115168	0.0	1005	100.000	100	254041	557	1.0
51	NZ_CP023167.1	1	557	83255	83811	0.0	992	99.461	100	254041	557	1.0
51	CP012668.1	1	557	247	803	0.0	1005	100.000	100	180116	557	1.0
51	CP012668.1	1	557	16550	17106	0.0	1005	100.000	100	180116	557	1.0
51	CP012668.1	1	557	21905	22461	0.0	1005	100.000	100	180116	557	1.0
51	CP012668.1	1	557	28878	29434	0.0	1005	100.000	100	180116	557	1.0
51	NZ_CP023378.1	1	557	22526	23082	0.0	1005	100.000	100	123289	557	1.0
51	NZ_CP023378.1	1	557	24386	24942	0.0	1005	100.000	100	123289	557	1.0
51	NZ_CP023363.1	1	557	103584	104140	0.0	1005	100.000	100	134388	557	1.0
51	NZ_CP023363.1	1	557	111526	112082	0.0	1005	100.000	100	134388	557	1.0
51	NZ_CP017083.1	1	557	3819	4375	0.0	1005	100.000	100	24225	557	1.0
51	NZ_CP017084.1	1	557	105179	105735	0.0	1005	100.000	100	171489	557	1.0
51	NZ_CP017084.1	1	557	161895	162451	0.0	1005	100.000	100	171489	557	1.0
51	NZ_CP017084.1	1	557	163646	164202	0.0	1005	100.000	100	171489	557	1.0
51	NZ_CP023372.1	1	557	83842	84398	0.0	1005	100.000	100	109207	557	1.0
51	NZ_CP017086.1	1	557	520	1076	0.0	1005	100.000	100	59035	557	1.0
51	NZ_CP017086.1	1	557	24813	25369	0.0	1005	100.000	100	59035	557	1.0
51	NZ_CP017086.1	1	557	48871	49427	0.0	992	99.461	100	59035	557	1.0
51	NZ_CP017233.1	1	557	85780	86336	0.0	1005	100.000	100	96999	557	1.0
51	NZ_CP017233.1	1	557	31439	31995	0.0	1001	99.820	100	96999	557	1.0
51	NZ_CP017233.1	1	557	83561	84117	0.0	1001	99.820	100	96999	557	1.0
51	NZ_CP017233.1	1	557	95510	96063	0.0	966	99.104	100	96999	557	1.0
51	NZ_CP022169.1	1	557	129615	130171	0.0	992	99.461	100	151609	557	1.0
51	NZ_AP017621.1	1	557	18696	19252	0.0	1005	100.000	100	116529	557	1.0
51	NZ_AP017621.1	1	557	15832	16388	0.0	1001	99.820	100	116529	557	1.0
51	NZ_AP017621.1	1	557	113341	113897	0.0	1001	99.820	100	116529	557	1.0
51	NZ_AP017618.1	1	557	18696	19252	0.0	1005	100.000	100	116529	557	1.0
51	NZ_AP017618.1	1	557	15832	16388	0.0	1001	99.820	100	116529	557	1.0
51	NZ_AP017618.1	1	557	113341	113897	0.0	1001	99.820	100	116529	557	1.0
51	CP023934.1	1	557	20265	20821	0.0	1005	100.000	100	77986	557	1.0
51	CP023934.1	1	557	59004	59560	0.0	1005	100.000	100	77986	557	1.0
51	CP023934.1	1	557	62321	62877	0.0	1005	100.000	100	77986	557	1.0
51	CP023937.1	1	557	168382	168938	0.0	1005	100.000	100	279104	557	1.0
51	CP023938.1	1	557	18525	19081	0.0	1005	100.000	100	91069	557	1.0
51	CP023938.1	1	557	49531	50087	0.0	1005	100.000	100	91069	557	1.0
51	CP023938.1	1	557	77901	78457	0.0	1005	100.000	100	91069	557	1.0
51	NZ_CP023816.1	1	557	92741	93297	0.0	1005	100.000	100	145883	557	1.0
51	NZ_CP023816.1	1	557	98526	99082	0.0	1005	100.000	100	145883	557	1.0
51	NZ_CP023816.1	1	557	115076	115632	0.0	1005	100.000	100	145883	557	1.0
51	NZ_CP023816.1	1	557	125785	126341	0.0	1005	100.000	100	145883	557	1.0
51	NZ_CP023816.1	1	557	74800	75356	0.0	992	99.461	100	145883	557	1.0
51	NZ_CP023816.1	1	557	119359	119915	0.0	992	99.461	100	145883	557	1.0
51	NZ_CP023942.1	1	557	29765	30321	0.0	1005	100.000	100	187926	557	1.0
51	NZ_CP023942.1	1	557	82822	83378	0.0	1005	100.000	100	187926	557	1.0
51	NZ_CP023942.1	1	557	87568	88124	0.0	1005	100.000	100	187926	557	1.0
51	NZ_CP023942.1	1	557	149394	149950	0.0	1005	100.000	100	187926	557	1.0
51	NZ_CP023942.1	1	557	154238	154794	0.0	1005	100.000	100	187926	557	1.0
51	NZ_CP023942.1	1	557	164001	164557	0.0	1005	100.000	100	187926	557	1.0
51	NZ_CP023942.1	1	557	142963	143519	0.0	992	99.461	100	187926	557	1.0
51	NZ_CP023943.1	1	557	32823	33379	0.0	1005	100.000	100	196733	557	1.0
51	NZ_CP023943.1	1	557	35041	35597	0.0	1005	100.000	100	196733	557	1.0
51	NZ_CP023943.1	1	557	42831	43387	0.0	1005	100.000	100	196733	557	1.0
51	NZ_CP023947.1	1	557	124026	124582	0.0	1005	100.000	100	153385	557	1.0
51	NZ_CP023947.1	1	557	137781	138337	0.0	1005	100.000	100	153385	557	1.0
51	NZ_CP023948.1	1	557	80759	81315	0.0	1001	99.820	100	219350	557	1.0
51	NZ_CP023914.1	1	557	62844	63400	0.0	1005	100.000	100	106853	557	1.0
51	NZ_CP023916.1	1	557	111432	111988	0.0	1005	100.000	100	130348	557	1.0
51	NZ_CP023917.1	1	557	27159	27715	0.0	1005	100.000	100	164607	557	1.0
51	NZ_CP023917.1	1	557	142343	142899	0.0	1005	100.000	100	164607	557	1.0
51	NZ_CP023959.1	1	557	16295	16851	0.0	1005	100.000	100	128761	557	1.0
51	NZ_CP023895.1	1	557	37084	37640	0.0	1005	100.000	100	91648	557	1.0
51	NZ_CP023903.1	1	557	57666	58222	0.0	1005	100.000	100	101274	557	1.0
51	NZ_CP023903.1	1	557	67158	67714	0.0	1005	100.000	100	101274	557	1.0
51	NZ_LT795115.1	1	557	54021	54577	0.0	1005	100.000	100	246444	557	1.0
51	NZ_LT795115.1	1	557	85824	86380	0.0	1005	100.000	100	246444	557	1.0
51	NZ_LT795115.1	1	557	55881	56436	0.0	993	99.641	100	246444	557	1.0
51	NZ_LT795115.1	1	557	41882	42438	0.0	992	99.461	100	246444	557	1.0
51	NZ_LT795115.1	1	557	47856	48412	0.0	992	99.461	100	246444	557	1.0
51	CP024250.1	1	557	19017	19572	0.0	997	99.820	100	99099	557	1.0
51	NZ_CP024192.1	1	557	31174	31730	0.0	1005	100.000	100	221606	557	1.0
51	NZ_CP024194.1	1	557	8354	8910	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024194.1	1	557	10802	11358	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024194.1	1	557	32680	33236	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024194.1	1	557	19199	19755	0.0	1001	99.820	100	89345	557	1.0
51	CP024483.1	1	557	125381	125937	0.0	1005	100.000	100	243634	557	1.0
51	CP024483.1	1	557	130082	130638	0.0	1005	100.000	100	243634	557	1.0
51	CP024483.1	1	557	144571	145127	0.0	1005	100.000	100	243634	557	1.0
51	CP024483.1	1	557	172862	173418	0.0	1001	99.820	100	243634	557	1.0
51	CP024484.1	1	557	5078	5634	0.0	1005	100.000	100	71104	557	1.0
51	CP024500.1	1	557	125378	125934	0.0	1005	100.000	100	243620	557	1.0
51	CP024500.1	1	557	130079	130635	0.0	1005	100.000	100	243620	557	1.0
51	CP024500.1	1	557	144568	145124	0.0	1005	100.000	100	243620	557	1.0
51	CP024500.1	1	557	172859	173415	0.0	1001	99.820	100	243620	557	1.0
51	CP024508.1	1	557	127661	128217	0.0	1005	100.000	100	228353	557	1.0
51	CP024508.1	1	557	132362	132918	0.0	1005	100.000	100	228353	557	1.0
51	CP024508.1	1	557	147408	147964	0.0	1005	100.000	100	228353	557	1.0
51	CP024508.1	1	557	154955	155511	0.0	1005	100.000	100	228353	557	1.0
51	CP024509.1	1	557	59386	59942	0.0	1001	99.820	100	140704	557	1.0
51	CP024516.1	1	557	125378	125934	0.0	1005	100.000	100	227807	557	1.0
51	CP024516.1	1	557	130079	130635	0.0	1005	100.000	100	227807	557	1.0
51	CP024516.1	1	557	145125	145681	0.0	1005	100.000	100	227807	557	1.0
51	CP024516.1	1	557	152672	153228	0.0	1005	100.000	100	227807	557	1.0
51	CP024516.1	1	557	156218	156774	0.0	1001	99.820	100	227807	557	1.0
51	NZ_CP024564.1	1	557	31174	31730	0.0	1005	100.000	100	187611	557	1.0
51	NZ_CP024566.1	1	557	8354	8910	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024566.1	1	557	10802	11358	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024566.1	1	557	32680	33236	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024566.1	1	557	19199	19755	0.0	1001	99.820	100	89345	557	1.0
51	NZ_CP024571.1	1	557	31174	31730	0.0	1005	100.000	100	187611	557	1.0
51	NZ_CP024573.1	1	557	8354	8910	0.0	1005	100.000	100	90173	557	1.0
51	NZ_CP024573.1	1	557	10802	11358	0.0	1005	100.000	100	90173	557	1.0
51	NZ_CP024573.1	1	557	32680	33236	0.0	1005	100.000	100	90173	557	1.0
51	NZ_CP024573.1	1	557	19199	19755	0.0	1001	99.820	100	90173	557	1.0
51	NZ_CP024573.1	1	557	35109	35665	0.0	1001	99.820	100	90173	557	1.0
51	NZ_CP024573.1	1	531	41593	42123	0.0	949	99.623	100	90173	557	0.9533213644524237
51	NZ_CP024550.1	1	557	31174	31730	0.0	1005	100.000	100	187611	557	1.0
51	NZ_CP024552.1	1	557	8354	8910	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024552.1	1	557	10802	11358	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024552.1	1	557	32680	33236	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024552.1	1	557	19199	19755	0.0	1001	99.820	100	89345	557	1.0
51	NZ_CP024459.1	1	557	60478	61034	0.0	1005	100.000	100	211313	557	1.0
51	NZ_CP024522.1	1	557	31174	31730	0.0	1005	100.000	100	221606	557	1.0
51	NZ_CP024524.1	1	557	8354	8910	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024524.1	1	557	10802	11358	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024524.1	1	557	32680	33236	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024524.1	1	557	19199	19755	0.0	1001	99.820	100	89345	557	1.0
51	NZ_CP024490.1	1	557	5078	5634	0.0	1005	100.000	100	71104	557	1.0
51	NZ_CP024529.1	1	557	31174	31730	0.0	1005	100.000	100	221606	557	1.0
51	NZ_CP024531.1	1	557	8354	8910	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024531.1	1	557	10802	11358	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024531.1	1	557	32680	33236	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024531.1	1	557	19199	19755	0.0	1001	99.820	100	89345	557	1.0
51	NZ_CP024536.1	1	557	31174	31730	0.0	1005	100.000	100	187611	557	1.0
51	NZ_CP024538.1	1	557	8354	8910	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024538.1	1	557	10802	11358	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024538.1	1	557	32680	33236	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024538.1	1	557	19199	19755	0.0	1001	99.820	100	89345	557	1.0
51	NZ_CP024557.1	1	557	31174	31730	0.0	1005	100.000	100	217685	557	1.0
51	NZ_CP024559.1	1	557	8354	8910	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024559.1	1	557	10802	11358	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024559.1	1	557	32680	33236	0.0	1005	100.000	100	89345	557	1.0
51	NZ_CP024559.1	1	557	19199	19755	0.0	1001	99.820	100	89345	557	1.0
51	NZ_CP018656.1	1	557	115948	116504	0.0	1005	100.000	100	244210	557	1.0
51	NZ_CP024721.1	1	557	23317	23873	0.0	1005	100.000	100	111776	557	1.0
51	NZ_CP024721.1	1	557	40494	41050	0.0	1005	100.000	100	111776	557	1.0
51	NZ_CP024721.1	1	557	63501	64057	0.0	1005	100.000	100	111776	557	1.0
51	NZ_CP024721.1	1	557	12490	13046	0.0	1001	99.820	100	111776	557	1.0
51	NZ_CP024718.1	1	557	46499	47055	0.0	1005	100.000	100	111779	557	1.0
51	NZ_CP024718.1	1	557	63676	64232	0.0	1005	100.000	100	111779	557	1.0
51	NZ_CP024718.1	1	557	86683	87239	0.0	1005	100.000	100	111779	557	1.0
51	NZ_CP024718.1	1	557	35672	36228	0.0	1001	99.820	100	111779	557	1.0
51	NZ_CP018652.1	1	557	151971	152527	0.0	1005	100.000	100	200045	557	1.0
51	NZ_CP023488.1	1	557	132533	133089	0.0	1005	100.000	100	223434	557	1.0
51	NZ_CP023488.1	1	557	137409	137965	0.0	1005	100.000	100	223434	557	1.0
51	NZ_CP023488.1	1	557	154017	154573	0.0	1005	100.000	100	223434	557	1.0
51	NZ_CP023488.1	25	557	133087	133619	0.0	948	99.437	100	223434	557	0.9569120287253142
51	NZ_CP023489.1	1	557	78941	79497	0.0	1005	100.000	100	124323	557	1.0
51	NZ_CP023489.1	1	557	91030	91586	0.0	1001	99.820	100	124323	557	1.0
51	NZ_CP023489.1	1	557	117945	118501	0.0	1001	99.820	100	124323	557	1.0
51	NZ_CP024839.1	1	557	26345	26901	0.0	1005	100.000	100	130922	557	1.0
51	NZ_CP024839.1	1	557	128970	129526	0.0	1005	100.000	100	130922	557	1.0
51	NZ_CP024840.1	1	557	62139	62695	0.0	1005	100.000	100	96185	557	1.0
51	NZ_CP024840.1	1	557	74603	75159	0.0	1005	100.000	100	96185	557	1.0
51	NZ_CP024840.1	1	557	87944	88500	0.0	1005	100.000	100	96185	557	1.0
51	NZ_CP024827.1	1	557	45138	45694	0.0	1005	100.000	100	122937	557	1.0
51	NZ_CP024827.1	1	557	47357	47913	0.0	1005	100.000	100	122937	557	1.0
51	NZ_CP024827.1	1	557	50221	50777	0.0	1005	100.000	100	122937	557	1.0
