qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered
27	CP110610.1	1648	8792	13506	20650	0.0	12886.0	100.0	81	259454	8792	0.8126706096451319	0	82.67	214482.0
35_R	CP110610.1	1	2479	24287	26765	0.0	4467.0	99.96	64	259454	3881	0.6387528987374388	0	82.67	214482.0
30	CP110610.1	1	4881	27584	32464	0.0	8799.0	99.98	100	259454	4881	1.0	0	82.67	214482.0
56	CP110610.1	1	418	33405	33822	0.0	755.0	100.0	100	259454	418	1.0	0	82.67	214482.0
24	CP110610.1	1	17994	34195	52188	0.0	32451.0	100.0	100	259454	17994	1.0	0	82.67	214482.0
23_R	CP110610.1	1	19616	53578	73193	0.0	35376.0	100.0	100	259454	19616	1.0	0	82.67	214482.0
22	CP110610.1	1	21725	74583	96307	0.0	39179.0	100.0	100	259454	21725	1.0	0	82.67	214482.0
38_R	CP110610.1	1	2030	96308	98337	0.0	3644.0	99.803	100	259454	2030	1.0	0	82.67	214482.0
19_R	CP110610.1	1	38393	98338	136730	0.0	69238.0	100.0	100	259454	38393	1.0	0	82.67	214482.0
42	CP110610.1	1	1432	137169	138600	0.0	2583.0	100.0	100	259454	1432	1.0	0	82.67	214482.0
15_R	CP110610.1	1	78036	139369	217490	0.0	140500.0	99.876	100	259454	78036	1.0	0	82.67	214482.0
32	CP110610.1	1	4388	218514	222901	0.0	7914.0	100.0	100	259454	4388	1.0	0	82.67	214482.0
28	CP110610.1	1	6727	249786	256512	0.0	12132.0	100.0	100	259454	6727	1.0	0	82.67	214482.0
56_R	CP137924.1	2	417	5259	5674	0.0	746.0	99.76	100	246740	418	0.9952153110047848	0	83.1	205037.0
42_R	CP137924.1	1	1432	14097	15528	0.0	2583.0	100.0	100	246740	1432	1.0	0	83.1	205037.0
19	CP137924.1	1	34901	15967	50867	0.0	62699.0	99.845	91	246740	38393	0.9090459198291356	0	83.1	205037.0
38	CP137924.1	1	2030	54498	56527	0.0	3644.0	99.803	100	246740	2030	1.0	0	83.1	205037.0
22_R	CP137924.1	1	21725	56528	78261	0.0	39158.0	99.959	100	246740	21725	1.0	0	83.1	205037.0
23	CP137924.1	1	19616	79651	99266	0.0	35376.0	100.0	100	246740	19616	1.0	0	83.1	205037.0
24_R	CP137924.1	1	17994	100656	118650	0.0	32444.0	99.994	100	246740	17994	1.0	0	83.1	205037.0
56_R	CP137924.1	1	418	119023	119440	0.0	755.0	100.0	100	246740	418	1.0	0	83.1	205037.0
30_R	CP137924.1	1	4881	120381	125261	0.0	8803.0	100.0	100	246740	4881	1.0	0	83.1	205037.0
35	CP137924.1	1	3881	126083	129963	0.0	7000.0	100.0	100	246740	3881	1.0	0	83.1	205037.0
27_R	CP137924.1	1	8792	133600	142391	0.0	15856.0	100.0	100	246740	8792	1.0	0	83.1	205037.0
28	CP137924.1	1	6727	145830	152556	0.0	12132.0	100.0	100	246740	6727	1.0	0	83.1	205037.0
26_R	CP137924.1	1	13407	159803	173209	0.0	24179.0	100.0	99	246740	13480	0.9945845697329376	0	83.1	205037.0
32_R	CP137924.1	376	4388	176911	180923	0.0	7238.0	100.0	91	246740	4388	0.9145396536007292	0	83.1	205037.0
15	CP137924.1	1	64708	181947	246740	0.0	116500.0	99.849	83	246740	78036	0.8292070326515967	0	83.1	205037.0
24_R	CP146574.1	1	17994	1391	19385	0.0	32444.0	99.994	100	232858	17994	1.0	0	87.99	204886.0
56_R	CP146574.1	1	418	19758	20175	0.0	755.0	100.0	100	232858	418	1.0	0	87.99	204886.0
30_R	CP146574.1	1	4881	21116	25996	0.0	8803.0	100.0	100	232858	4881	1.0	0	87.99	204886.0
35	CP146574.1	1	3881	26818	30697	0.0	6992.0	99.974	100	232858	3881	1.0	0	87.99	204886.0
27_R	CP146574.1	1	8792	34334	43125	0.0	15856.0	100.0	100	232858	8792	1.0	0	87.99	204886.0
28_R	CP146574.1	1	6727	52433	59158	0.0	12119.0	99.97	100	232858	6727	1.0	0	87.99	204886.0
32_R	CP146574.1	1	4388	63417	67803	0.0	7906.0	99.977	100	232858	4388	1.0	0	87.99	204886.0
15	CP146574.1	1	78036	68827	146939	0.0	140400.0	99.863	100	232858	78036	1.0	0	87.99	204886.0
42_R	CP146574.1	1	1432	147708	149139	0.0	2583.0	100.0	100	232858	1432	1.0	0	87.99	204886.0
19	CP146574.1	1	34901	149578	184474	0.0	62666.0	99.834	91	232858	38393	0.9090459198291356	0	87.99	204886.0
38	CP146574.1	1	2030	188105	190134	0.0	3644.0	99.803	100	232858	2030	1.0	0	87.99	204886.0
22_R	CP146574.1	1	21725	190135	211855	0.0	39151.0	99.982	100	232858	21725	1.0	0	87.99	204886.0
23	CP146574.1	1	19616	213245	232858	0.0	35359.0	99.99	100	232858	19616	1.0	0	87.99	204886.0
15	CP155720.1	23915	78036	1	54165	0.0	97485.0	99.906	100	247964	78036	1.0	0	87.69	217437.0
42_R	CP155720.1	1	1432	54934	56365	0.0	2583.0	100.0	100	247964	1432	1.0	0	87.69	217437.0
19	CP155720.1	1	34901	56804	91704	0.0	62703.0	99.848	91	247964	38393	0.9090459198291356	0	87.69	217437.0
38	CP155720.1	1	2030	95335	97364	0.0	3639.0	99.754	100	247964	2030	1.0	0	87.69	217437.0
22_R	CP155720.1	1	21725	97365	119089	0.0	39174.0	99.995	100	247964	21725	1.0	0	87.69	217437.0
23	CP155720.1	1	19616	120479	140094	0.0	35376.0	100.0	100	247964	19616	1.0	0	87.69	217437.0
24_R	CP155720.1	1	17994	141484	159478	0.0	32444.0	99.994	100	247964	17994	1.0	0	87.69	217437.0
56_R	CP155720.1	1	418	159851	160268	0.0	755.0	100.0	100	247964	418	1.0	0	87.69	217437.0
30_R	CP155720.1	1	4881	161209	166089	0.0	8803.0	100.0	100	247964	4881	1.0	0	87.69	217437.0
35	CP155720.1	1	3881	166911	170791	0.0	7000.0	100.0	100	247964	3881	1.0	0	87.69	217437.0
27_R	CP155720.1	1	8792	174428	183219	0.0	15856.0	100.0	100	247964	8792	1.0	0	87.69	217437.0
26_R	CP155720.1	909	13480	194263	206834	0.0	22673.0	100.0	93	247964	13480	0.9326409495548962	0	87.69	217437.0
28_R	CP155720.1	1	6727	207655	214381	0.0	12132.0	100.0	100	247964	6727	1.0	0	87.69	217437.0
32_R	CP155720.1	1	4388	218640	223027	0.0	7914.0	100.0	100	247964	4388	1.0	0	87.69	217437.0
15	CP155720.1	1	23914	224051	247964	0.0	43127.0	100.0	100	247964	78036	1.0	0	87.69	217437.0
28	KY271404.1	1	6727	4151	10877	0.0	12132.0	100.0	100	227989	6727	1.0	0	93.19	212464.0
26	KY271404.1	1	8011	11698	19708	0.0	14434.0	99.963	59	227989	13480	0.5942878338278932	0	93.19	212464.0
36	KY271404.1	1	2186	20524	22709	0.0	3943.0	100.0	100	227989	2186	1.0	0	93.19	212464.0
37	KY271404.1	1	2061	26950	29010	0.0	3718.0	100.0	100	227989	2061	1.0	0	93.19	212464.0
27	KY271404.1	1	8792	29011	37802	0.0	15851.0	99.989	100	227989	8792	1.0	0	93.19	212464.0
46_R	KY271404.1	1	1106	38037	39142	0.0	1995.0	100.0	100	227989	1108	0.9981949458483754	0	93.19	212464.0
41_R	KY271404.1	1	1475	39146	40620	0.0	2661.0	100.0	100	227989	1475	1.0	0	93.19	212464.0
30	KY271404.1	1	4769	41442	46212	0.0	8588.0	99.937	98	227989	4881	0.9770538824011472	0	93.19	212464.0
53	KY271404.1	1	438	46273	46710	0.0	791.0	100.0	100	227989	438	1.0	0	93.19	212464.0
65_R	KY271404.1	1	267	46711	46977	7.959999999999996e-134	482.0	100.0	100	227989	267	1.0	0	93.19	212464.0
56	KY271404.1	1	418	47140	47557	0.0	755.0	100.0	100	227989	418	1.0	0	93.19	212464.0
58	KY271404.1	1	372	47558	47929	0.0	672.0	100.0	100	227989	372	1.0	0	93.19	212464.0
24	KY271404.1	1	17994	47930	65922	0.0	32428.0	99.983	100	227989	17994	1.0	0	93.19	212464.0
46	KY271404.1	3	1108	65930	67035	0.0	1995.0	100.0	100	227989	1108	0.9981949458483754	0	93.19	212464.0
23	KY271404.1	1	19616	67276	86891	0.0	35376.0	100.0	100	227989	19616	1.0	0	93.19	212464.0
46_R	KY271404.1	1	1108	87132	88239	0.0	1999.0	100.0	100	227989	1108	1.0	0	93.19	212464.0
22	KY271404.1	1	21725	88281	110005	0.0	39179.0	100.0	100	227989	21725	1.0	0	93.19	212464.0
38_R	KY271404.1	1	2030	110006	112035	0.0	3644.0	99.803	100	227989	2030	1.0	0	93.19	212464.0
19_R	KY271404.1	3493	38393	115665	150563	0.0	62682.0	99.84	91	227989	38393	0.9090459198291356	0	93.19	212464.0
53	KY271404.1	1	438	150564	151001	0.0	791.0	100.0	100	227989	438	1.0	0	93.19	212464.0
42	KY271404.1	1	1432	151002	152433	0.0	2583.0	100.0	100	227989	1432	1.0	0	93.19	212464.0
65	KY271404.1	1	267	152434	152700	7.959999999999996e-134	482.0	100.0	100	227989	267	1.0	0	93.19	212464.0
53_R	KY271404.1	1	438	152701	153138	0.0	791.0	100.0	100	227989	438	1.0	0	93.19	212464.0
15_R	KY271404.1	1	74708	153202	227989	0.0	133200.0	99.495	96	227989	78036	0.9573530165564612	0	93.19	212464.0
34	LR890242.1	2564	4064	1	1501	0.0	2708.0	100.0	100	4064	4064	1.0	0	100.0	4064.0
34	LR890242.1	1	2563	1502	4064	0.0	4623.0	100.0	100	4064	4064	1.0	0	100.0	4064.0
56_R	LR890401.1	2	417	5259	5674	0.0	746.0	99.76	100	243534	418	0.9952153110047848	0	85.77	208881.0
42_R	LR890401.1	1	1432	14097	15528	0.0	2583.0	100.0	100	243534	1432	1.0	0	85.77	208881.0
19	LR890401.1	1	38393	15967	54359	0.0	69238.0	100.0	100	243534	38393	1.0	0	85.77	208881.0
38	LR890401.1	1	2030	54360	56389	0.0	3644.0	99.803	100	243534	2030	1.0	0	85.77	208881.0
22_R	LR890401.1	1	21725	56390	78114	0.0	39179.0	100.0	100	243534	21725	1.0	0	85.77	208881.0
23	LR890401.1	1	19616	79504	99119	0.0	35376.0	100.0	100	243534	19616	1.0	0	85.77	208881.0
24_R	LR890401.1	1	17994	100509	118502	0.0	32451.0	100.0	100	243534	17994	1.0	0	85.77	208881.0
56_R	LR890401.1	1	418	118875	119292	0.0	755.0	100.0	100	243534	418	1.0	0	85.77	208881.0
30_R	LR890401.1	1	4881	120233	125113	0.0	8803.0	100.0	100	243534	4881	1.0	0	85.77	208881.0
35	LR890401.1	1	3881	125935	129815	0.0	7000.0	100.0	100	243534	3881	1.0	0	85.77	208881.0
27_R	LR890401.1	1	8792	133452	142243	0.0	15856.0	100.0	100	243534	8792	1.0	0	85.77	208881.0
26_R	LR890401.1	1	13480	148131	161610	0.0	24310.0	100.0	100	243534	13480	1.0	0	85.77	208881.0
28_R	LR890401.1	1	6727	162431	169157	0.0	12132.0	100.0	100	243534	6727	1.0	0	85.77	208881.0
32_R	LR890401.1	1	4388	173416	177803	0.0	7914.0	100.0	100	243534	4388	1.0	0	85.77	208881.0
15	LR890401.1	1	64708	178827	243534	0.0	116700.0	100.0	83	243534	78036	0.8292070326515967	0	85.77	208881.0
26_R	LR890452.1	508	13480	1	12973	0.0	23396.0	100.0	96	228690	13480	0.9623887240356084	0	89.06	203664.0
32_R	LR890452.1	1	4388	16675	21062	0.0	7914.0	100.0	100	228690	4388	1.0	0	89.06	203664.0
15	LR890452.1	1	68296	22086	90467	0.0	123000.0	99.86	88	228690	78036	0.8751858116766621	0	89.06	203664.0
56_R	LR890452.1	2	417	93363	93778	0.0	746.0	99.76	100	228690	418	0.9952153110047848	0	89.06	203664.0
42_R	LR890452.1	1	1432	102201	103632	0.0	2583.0	100.0	100	228690	1432	1.0	0	89.06	203664.0
19	LR890452.1	1	38393	104071	142463	0.0	69238.0	100.0	100	228690	38393	1.0	0	89.06	203664.0
38	LR890452.1	1	2030	142464	144493	0.0	3662.0	100.0	100	228690	2030	1.0	0	89.06	203664.0
22_R	LR890452.1	1	21725	144494	166218	0.0	39179.0	100.0	100	228690	21725	1.0	0	89.06	203664.0
23	LR890452.1	1	19616	167608	187223	0.0	35376.0	100.0	100	228690	19616	1.0	0	89.06	203664.0
24_R	LR890452.1	1	17994	188613	206606	0.0	32451.0	100.0	100	228690	17994	1.0	0	89.06	203664.0
56_R	LR890452.1	1	418	206979	207396	0.0	755.0	100.0	100	228690	418	1.0	0	89.06	203664.0
30_R	LR890452.1	1	4881	208337	213217	0.0	8803.0	100.0	100	228690	4881	1.0	0	89.06	203664.0
35	LR890452.1	1	3881	214039	217919	0.0	7000.0	100.0	100	228690	3881	1.0	0	89.06	203664.0
27_R	LR890452.1	1	7135	221556	228690	0.0	12868.0	100.0	81	228690	8792	0.811533212010919	0	89.06	203664.0
34_R	LR890453.1	1	3367	698	4064	0.0	6073.0	100.0	83	4064	4064	0.828494094488189	0	82.85	3367.0
34_R	LR890533.1	2733	4064	1	1332	0.0	2403.0	100.0	100	4064	4064	1.0	0	100.0	4064.0
34_R	LR890533.1	1	2732	1333	4064	0.0	4928.0	100.0	100	4064	4064	1.0	0	100.0	4064.0
34_R	LR890559.1	1	3673	392	4064	0.0	6625.0	100.0	90	4064	4064	0.9037893700787402	0	90.38	3673.0
34_R	NZ_AP019673.1	1469	4051	1	2601	0.0	3499.0	90.1	99	4081	4064	0.9965551181102364	0	99.66	4067.0
34_R	NZ_AP019673.1	2	1468	2616	4081	0.0	2056.0	91.213	99	4081	4064	0.9965551181102364	0	99.66	4067.0
34_R	NZ_AP022273.1	2	3964	101	4081	0.0	5419.0	90.394	98	4081	4064	0.9751476377952756	0	97.55	3981.0
32	NZ_CP034282.1	1	4388	2061	6448	0.0	7914.0	100.0	100	193222	4388	1.0	0	93.1	179881.0
37_R	NZ_CP034282.1	1	2061	7269	9329	0.0	3718.0	100.0	100	193222	2061	1.0	0	93.1	179881.0
50	NZ_CP034282.1	1	584	9330	9913	0.0	1054.0	100.0	100	193222	584	1.0	0	93.1	179881.0
28	NZ_CP034282.1	1	6727	10707	17433	0.0	12132.0	100.0	100	193222	6727	1.0	0	93.1	179881.0
26	NZ_CP034282.1	1	13480	18254	31733	0.0	24310.0	100.0	100	193222	13480	1.0	0	93.1	179881.0
36_R	NZ_CP034282.1	1	2186	32554	34739	0.0	3943.0	100.0	100	193222	2186	1.0	0	93.1	179881.0
37	NZ_CP034282.1	1	2061	38980	41040	0.0	3718.0	100.0	100	193222	2061	1.0	0	93.1	179881.0
27	NZ_CP034282.1	1	8792	41041	49832	0.0	15856.0	100.0	100	193222	8792	1.0	0	93.1	179881.0
79	NZ_CP034282.1	1	179	49887	50065	2.95e-86	324.0	100.0	100	193222	179	1.0	0	93.1	179881.0
46_R	NZ_CP034282.1	1	1108	50066	51173	0.0	1999.0	100.0	100	193222	1108	1.0	0	93.1	179881.0
22	NZ_CP034282.1	1	21725	51215	72939	0.0	39179.0	100.0	100	193222	21725	1.0	0	93.1	179881.0
38_R	NZ_CP034282.1	1	2030	72940	74969	0.0	3644.0	99.803	100	193222	2030	1.0	0	93.1	179881.0
19_R	NZ_CP034282.1	3493	38393	78600	113500	0.0	62699.0	99.845	91	193222	38393	0.9090459198291356	0	93.1	179881.0
53	NZ_CP034282.1	1	438	113501	113938	0.0	791.0	100.0	100	193222	438	1.0	0	93.1	179881.0
42	NZ_CP034282.1	1	1432	113939	115370	0.0	2583.0	100.0	100	193222	1432	1.0	0	93.1	179881.0
65	NZ_CP034282.1	1	267	115371	115637	7.959999999999996e-134	482.0	100.0	100	193222	267	1.0	0	93.1	179881.0
53_R	NZ_CP034282.1	1	438	115638	116074	0.0	783.0	99.772	100	193222	438	1.0	0	93.1	179881.0
15_R	NZ_CP034282.1	1	76999	116138	193222	0.0	138600.0	99.873	99	193222	78036	0.9867112614690656	0	93.1	179881.0
14	NZ_CP039131.1	47468	98894	1	51421	0.0	91586.0	99.51	52	51421	99120	0.5188357546408394	0	100.0	51421.0
34	NZ_CP056143.1	680	4003	768	4114	0.0	4557.0	90.272	82	4114	4064	0.8179133858267716	0	81.36	3347.0
13	NZ_CP065163.1	55091	99689	39211	83808	0.0	80271.0	99.926	98	250975	99689	0.9776605242303564	0	82.47	206973.0
45_R	NZ_CP065163.1	1	1197	83809	85005	0.0	2159.0	100.0	100	250975	1197	1.0	0	82.47	206973.0
12	NZ_CP065163.1	1	42324	85006	127329	0.0	76327.0	100.0	100	250975	108314	1.0	0	82.47	206973.0
12	NZ_CP065163.1	42325	108314	129240	195230	0.0	119000.0	99.998	100	250975	108314	1.0	0	82.47	206973.0
13	NZ_CP065163.1	1	52863	198113	250975	0.0	95332.0	100.0	98	250975	99689	0.9776605242303564	0	82.47	206973.0
56_R	NZ_CP065164.1	2	417	5259	5674	0.0	746.0	99.76	100	243621	418	0.9952153110047848	0	85.78	208967.0
42_R	NZ_CP065164.1	1	1432	14097	15528	0.0	2583.0	100.0	100	243621	1432	1.0	0	85.78	208967.0
19	NZ_CP065164.1	1	38393	15967	54359	0.0	69238.0	100.0	100	243621	38393	1.0	0	85.78	208967.0
38	NZ_CP065164.1	1	2030	54360	56389	0.0	3644.0	99.803	100	243621	2030	1.0	0	85.78	208967.0
22_R	NZ_CP065164.1	1	21725	56390	78114	0.0	39179.0	100.0	100	243621	21725	1.0	0	85.78	208967.0
23	NZ_CP065164.1	1	19616	79504	99119	0.0	35376.0	100.0	100	243621	19616	1.0	0	85.78	208967.0
24_R	NZ_CP065164.1	1	17994	100509	118502	0.0	32451.0	100.0	100	243621	17994	1.0	0	85.78	208967.0
56_R	NZ_CP065164.1	1	418	118875	119292	0.0	755.0	100.0	100	243621	418	1.0	0	85.78	208967.0
30_R	NZ_CP065164.1	1	4881	120233	125113	0.0	8803.0	100.0	100	243621	4881	1.0	0	85.78	208967.0
35	NZ_CP065164.1	1	3881	125935	129815	0.0	7000.0	100.0	100	243621	3881	1.0	0	85.78	208967.0
27_R	NZ_CP065164.1	1	8792	133452	142243	0.0	15856.0	100.0	100	243621	8792	1.0	0	85.78	208967.0
28	NZ_CP065164.1	1	6727	145682	152408	0.0	12132.0	100.0	100	243621	6727	1.0	0	85.78	208967.0
26	NZ_CP065164.1	1	13480	153229	166708	0.0	24310.0	100.0	100	243621	13480	1.0	0	85.78	208967.0
32_R	NZ_CP065164.1	1	4388	173417	177804	0.0	7914.0	100.0	100	243621	4388	1.0	0	85.78	208967.0
15	NZ_CP065164.1	1	64708	178828	243621	0.0	116500.0	99.852	83	243621	78036	0.8292070326515967	0	85.78	208967.0
56_R	NZ_CP065168.1	2	417	5259	5674	0.0	674.0	95.913	100	236645	418	0.9952153110047848	0	82.57	195401.0
42_R	NZ_CP065168.1	1	1432	14097	15528	0.0	2583.0	100.0	100	236645	1432	1.0	0	82.57	195401.0
19	NZ_CP065168.1	1	38393	15967	54359	0.0	69238.0	100.0	100	236645	38393	1.0	0	82.57	195401.0
38	NZ_CP065168.1	1	2030	54360	56389	0.0	3644.0	99.803	100	236645	2030	1.0	0	82.57	195401.0
22_R	NZ_CP065168.1	1	21725	56390	78114	0.0	39179.0	100.0	100	236645	21725	1.0	0	82.57	195401.0
23	NZ_CP065168.1	1	19616	79504	99119	0.0	35376.0	100.0	100	236645	19616	1.0	0	82.57	195401.0
24_R	NZ_CP065168.1	1	17994	100509	118502	0.0	32451.0	100.0	100	236645	17994	1.0	0	82.57	195401.0
56_R	NZ_CP065168.1	1	418	118875	119292	0.0	755.0	100.0	100	236645	418	1.0	0	82.57	195401.0
30_R	NZ_CP065168.1	1	4881	120233	125113	0.0	8803.0	100.0	100	236645	4881	1.0	0	82.57	195401.0
35	NZ_CP065168.1	1	3881	125935	129815	0.0	7000.0	100.0	100	236645	3881	1.0	0	82.57	195401.0
27_R	NZ_CP065168.1	1	8792	133452	142243	0.0	15856.0	100.0	100	236645	8792	1.0	0	82.57	195401.0
28	NZ_CP065168.1	1	6727	145682	152408	0.0	12132.0	100.0	100	236645	6727	1.0	0	82.57	195401.0
32_R	NZ_CP065168.1	1	4388	166527	170914	0.0	7914.0	100.0	100	236645	4388	1.0	0	82.57	195401.0
15	NZ_CP065168.1	1	64708	171938	236645	0.0	116700.0	100.0	83	236645	78036	0.8292070326515967	0	82.57	195401.0
56_R	NZ_CP065173.1	2	417	5259	5674	0.0	746.0	99.76	100	228345	418	0.9952153110047848	0	83.68	191084.0
42_R	NZ_CP065173.1	1	1432	14097	15528	0.0	2583.0	100.0	100	228345	1432	1.0	0	83.68	191084.0
19	NZ_CP065173.1	1	38393	15967	54359	0.0	69238.0	100.0	100	228345	38393	1.0	0	83.68	191084.0
38	NZ_CP065173.1	9	2030	56651	58672	0.0	3625.0	99.753	99	228345	2030	0.9960591133004926	0	83.68	191084.0
22_R	NZ_CP065173.1	1	21725	58673	80397	0.0	39179.0	100.0	100	228345	21725	1.0	0	83.68	191084.0
23	NZ_CP065173.1	1	19616	81787	101402	0.0	35376.0	100.0	100	228345	19616	1.0	0	83.68	191084.0
24_R	NZ_CP065173.1	1	17994	102792	120785	0.0	32451.0	100.0	100	228345	17994	1.0	0	83.68	191084.0
56_R	NZ_CP065173.1	1	418	121158	121575	0.0	755.0	100.0	100	228345	418	1.0	0	83.68	191084.0
30_R	NZ_CP065173.1	1	4881	122516	127396	0.0	8803.0	100.0	100	228345	4881	1.0	0	83.68	191084.0
35	NZ_CP065173.1	1	3881	128218	132098	0.0	7000.0	100.0	100	228345	3881	1.0	0	83.68	191084.0
27_R	NZ_CP065173.1	1	8792	135735	144526	0.0	15856.0	100.0	100	228345	8792	1.0	0	83.68	191084.0
28	NZ_CP065173.1	1	6727	147965	154691	0.0	12132.0	100.0	100	228345	6727	1.0	0	83.68	191084.0
15	NZ_CP065173.1	1	64708	163559	228345	0.0	115800.0	99.633	83	228345	78036	0.8292070326515967	0	83.68	191084.0
28	NZ_CP065462.1	1	6727	9650	16376	0.0	12132.0	100.0	100	195964	6727	1.0	0	83.08	162806.0
26	NZ_CP065462.1	1	13480	17197	30676	0.0	24310.0	100.0	100	195964	13480	1.0	0	83.08	162806.0
32_R	NZ_CP065462.1	1	4388	44093	48480	0.0	7914.0	100.0	100	195964	4388	1.0	0	83.08	162806.0
15	NZ_CP065462.1	1	40356	49504	89860	0.0	72771.0	99.998	100	195964	78036	1.0	0	83.08	162806.0
15	NZ_CP065462.1	40357	78036	91772	129537	0.0	67729.0	99.741	100	195964	78036	1.0	0	83.08	162806.0
42_R	NZ_CP065462.1	1	1432	130306	131737	0.0	2583.0	100.0	100	195964	1432	1.0	0	83.08	162806.0
19	NZ_CP065462.1	1	34901	132176	167076	0.0	62694.0	99.842	91	195964	38393	0.9090459198291356	0	83.08	162806.0
38	NZ_CP065462.1	1	2030	170707	172736	0.0	3644.0	99.803	100	195964	2030	1.0	0	83.08	162806.0
22_R	NZ_CP065462.1	1	21725	172737	194461	0.0	39179.0	100.0	100	195964	21725	1.0	0	83.08	162806.0
56_R	NZ_CP066535.1	2	417	5259	5674	0.0	746.0	99.76	99	192589	418	0.9952153110047848	0	82.12	158157.0
42_R	NZ_CP066535.1	1	1432	14097	15528	0.0	2583.0	100.0	100	192589	1432	1.0	0	82.12	158157.0
19	NZ_CP066535.1	1	34901	15967	50873	0.0	62683.0	99.828	91	192589	38393	0.9090459198291356	0	82.12	158157.0
38	NZ_CP066535.1	1	2030	54504	56533	0.0	3644.0	99.803	100	192589	2030	1.0	0	82.12	158157.0
22_R	NZ_CP066535.1	1	21725	56534	78258	0.0	39179.0	100.0	100	192589	21725	1.0	0	82.12	158157.0
27_R	NZ_CP066535.1	1	8792	79641	88432	0.0	15856.0	100.0	100	192589	8792	1.0	0	82.12	158157.0
28	NZ_CP066535.1	1	6727	91871	98597	0.0	12132.0	100.0	100	192589	6727	1.0	0	82.12	158157.0
26_R	NZ_CP066535.1	1	13407	105844	119250	0.0	24179.0	100.0	99	192589	13480	0.9945845697329376	0	82.12	158157.0
32_R	NZ_CP066535.1	376	4388	122846	126858	0.0	7238.0	100.0	91	192589	4388	0.9145396536007292	0	82.12	158157.0
15	NZ_CP066535.1	1	64708	127882	192589	0.0	116600.0	99.958	83	192589	78036	0.8292070326515967	0	82.12	158157.0
58_R	NZ_CP067256.1	1	372	4886	5257	0.0	672.0	100.0	100	172022	372	1.0	0	84.76	145807.0
56_R	NZ_CP067256.1	2	417	5259	5674	0.0	746.0	99.76	99	172022	418	0.9952153110047848	0	84.76	145807.0
53	NZ_CP067256.1	1	438	13392	13829	0.0	791.0	100.0	100	172022	438	1.0	0	84.76	145807.0
65_R	NZ_CP067256.1	1	267	13830	14096	7.959999999999996e-134	482.0	100.0	100	172022	267	1.0	0	84.76	145807.0
42_R	NZ_CP067256.1	1	1432	14097	15528	0.0	2583.0	100.0	100	172022	1432	1.0	0	84.76	145807.0
53_R	NZ_CP067256.1	1	438	15529	15966	0.0	791.0	100.0	100	172022	438	1.0	0	84.76	145807.0
19	NZ_CP067256.1	1	34901	15967	50867	0.0	62703.0	99.848	91	172022	38393	0.9090459198291356	0	84.76	145807.0
38	NZ_CP067256.1	1	2030	54498	56527	0.0	3644.0	99.803	100	172022	2030	1.0	0	84.76	145807.0
22_R	NZ_CP067256.1	1	21725	56528	78252	0.0	39179.0	100.0	100	172022	21725	1.0	0	84.76	145807.0
46	NZ_CP067256.1	1	1108	78294	79401	0.0	1999.0	100.0	100	172022	1108	1.0	0	84.76	145807.0
27_R	NZ_CP067256.1	1	8792	79635	88426	0.0	15856.0	100.0	100	172022	8792	1.0	0	84.76	145807.0
37_R	NZ_CP067256.1	1	2061	88427	90487	0.0	3718.0	100.0	100	172022	2061	1.0	0	84.76	145807.0
50	NZ_CP067256.1	1	584	90488	91071	0.0	1054.0	100.0	100	172022	584	1.0	0	84.76	145807.0
37	NZ_CP067256.1	1	2061	98937	100997	0.0	3718.0	100.0	100	172022	2061	1.0	0	84.76	145807.0
32_R	NZ_CP067256.1	1	4388	101818	106205	0.0	7914.0	100.0	100	172022	4388	1.0	0	84.76	145807.0
15	NZ_CP067256.1	1	64708	107229	172022	0.0	116500.0	99.847	83	172022	78036	0.8292070326515967	0	84.76	145807.0
56_R	NZ_CP067371.1	1	417	5258	5674	0.0	753.0	100.0	99	246731	418	0.9976076555023924	0	84.58	208689.0
42_R	NZ_CP067371.1	1	1432	14097	15528	0.0	2583.0	100.0	100	246731	1432	1.0	0	84.58	208689.0
19	NZ_CP067371.1	1	34901	15967	50867	0.0	62703.0	99.848	91	246731	38393	0.9090459198291356	0	84.58	208689.0
38	NZ_CP067371.1	1	2030	54498	56527	0.0	3644.0	99.803	100	246731	2030	1.0	0	84.58	208689.0
22_R	NZ_CP067371.1	1	21725	56528	78252	0.0	39179.0	100.0	100	246731	21725	1.0	0	84.58	208689.0
23	NZ_CP067371.1	1	19616	79642	99257	0.0	35376.0	100.0	100	246731	19616	1.0	0	84.58	208689.0
41_R	NZ_CP067371.1	1	1475	100606	102080	0.0	2661.0	100.0	100	246731	1475	1.0	0	84.58	208689.0
35_R	NZ_CP067371.1	1	3881	102901	106781	0.0	7000.0	100.0	100	246731	3881	1.0	0	84.58	208689.0
30	NZ_CP067371.1	1	4881	107603	112483	0.0	8803.0	100.0	100	246731	4881	1.0	0	84.58	208689.0
56	NZ_CP067371.1	2	418	113425	113841	0.0	753.0	100.0	99	246731	418	0.9976076555023924	0	84.58	208689.0
24	NZ_CP067371.1	1	17994	114214	132208	0.0	32444.0	99.994	100	246731	17994	1.0	0	84.58	208689.0
27_R	NZ_CP067371.1	1	8792	133591	142382	0.0	15856.0	100.0	100	246731	8792	1.0	0	84.58	208689.0
